ID,F0semitoneFrom27.5Hz_sma3nz_amean,F0semitoneFrom27.5Hz_sma3nz_stddevNorm,F0semitoneFrom27.5Hz_sma3nz_percentile20.0,F0semitoneFrom27.5Hz_sma3nz_percentile50.0,F0semitoneFrom27.5Hz_sma3nz_percentile80.0,F0semitoneFrom27.5Hz_sma3nz_pctlrange0-2,F0semitoneFrom27.5Hz_sma3nz_meanRisingSlope,F0semitoneFrom27.5Hz_sma3nz_stddevRisingSlope,F0semitoneFrom27.5Hz_sma3nz_meanFallingSlope,F0semitoneFrom27.5Hz_sma3nz_stddevFallingSlope,loudness_sma3_amean,loudness_sma3_stddevNorm,loudness_sma3_percentile20.0,loudness_sma3_percentile50.0,loudness_sma3_percentile80.0,loudness_sma3_pctlrange0-2,loudness_sma3_meanRisingSlope,loudness_sma3_stddevRisingSlope,loudness_sma3_meanFallingSlope,loudness_sma3_stddevFallingSlope,spectralFlux_sma3_amean,spectralFlux_sma3_stddevNorm,mfcc1_sma3_amean,mfcc1_sma3_stddevNorm,mfcc2_sma3_amean,mfcc2_sma3_stddevNorm,mfcc3_sma3_amean,mfcc3_sma3_stddevNorm,mfcc4_sma3_amean,mfcc4_sma3_stddevNorm,jitterLocal_sma3nz_amean,jitterLocal_sma3nz_stddevNorm,shimmerLocaldB_sma3nz_amean,shimmerLocaldB_sma3nz_stddevNorm,HNRdBACF_sma3nz_amean,HNRdBACF_sma3nz_stddevNorm,logRelF0-H1-H2_sma3nz_amean,logRelF0-H1-H2_sma3nz_stddevNorm,logRelF0-H1-A3_sma3nz_amean,logRelF0-H1-A3_sma3nz_stddevNorm,F1frequency_sma3nz_amean,F1frequency_sma3nz_stddevNorm,F1bandwidth_sma3nz_amean,F1bandwidth_sma3nz_stddevNorm,F1amplitudeLogRelF0_sma3nz_amean,F1amplitudeLogRelF0_sma3nz_stddevNorm,F2frequency_sma3nz_amean,F2frequency_sma3nz_stddevNorm,F2bandwidth_sma3nz_amean,F2bandwidth_sma3nz_stddevNorm,F2amplitudeLogRelF0_sma3nz_amean,F2amplitudeLogRelF0_sma3nz_stddevNorm,F3frequency_sma3nz_amean,F3frequency_sma3nz_stddevNorm,F3bandwidth_sma3nz_amean,F3bandwidth_sma3nz_stddevNorm,F3amplitudeLogRelF0_sma3nz_amean,F3amplitudeLogRelF0_sma3nz_stddevNorm,alphaRatioV_sma3nz_amean,alphaRatioV_sma3nz_stddevNorm,hammarbergIndexV_sma3nz_amean,hammarbergIndexV_sma3nz_stddevNorm,slopeV0-500_sma3nz_amean,slopeV0-500_sma3nz_stddevNorm,slopeV500-1500_sma3nz_amean,slopeV500-1500_sma3nz_stddevNorm,spectralFluxV_sma3nz_amean,spectralFluxV_sma3nz_stddevNorm,mfcc1V_sma3nz_amean,mfcc1V_sma3nz_stddevNorm,mfcc2V_sma3nz_amean,mfcc2V_sma3nz_stddevNorm,mfcc3V_sma3nz_amean,mfcc3V_sma3nz_stddevNorm,mfcc4V_sma3nz_amean,mfcc4V_sma3nz_stddevNorm,alphaRatioUV_sma3nz_amean,hammarbergIndexUV_sma3nz_amean,slopeUV0-500_sma3nz_amean,slopeUV500-1500_sma3nz_amean,spectralFluxUV_sma3nz_amean,loudnessPeaksPerSec,VoicedSegmentsPerSec,MeanVoicedSegmentLengthSec,StddevVoicedSegmentLengthSec,MeanUnvoicedSegmentLength,StddevUnvoicedSegmentLength,equivalentSoundLevel_dBp,self-esteem,SE
72,36.265537,0.08320586,35.15941,36.287605,38.152428,2.993019,178.6488,323.43658,32.095207,57.54985,0.5103907,0.39224467,0.30893725,0.51855654,0.6830089,0.37407166,3.4824219,1.8281068,2.330633,1.0629492,0.20221572,0.59053874,22.959036,0.45605883,12.712415,0.8851543,2.0321538,5.927139,-2.2228253,-4.7638426,0.020337276,1.5040791,1.0575949,0.4788451,8.54793,0.33054397,5.7507224,1.6315913,24.756289,0.32158563,753.89764,0.22743878,1377.048,0.15353896,-90.74878,-0.98201734,1764.8127,0.10601323,1069.9337,0.27945,-93.67736,-0.88043606,2873.016,0.06551315,819.9484,0.40604573,-98.06101,-0.8040781,-16.943834,-0.35120085,28.375673,0.23468833,0.038479924,0.42072105,-0.017976943,-0.62004304,0.24425423,0.43669152,26.903208,0.29689074,11.332474,1.0204484,-0.035505537,-376.71466,-4.5523176,-2.3757257,-11.720855,20.084284,0.016758379,-0.007212958,0.13688076,3.5258818,1.9278919,0.30818182,0.25278565,0.21411763,0.46081844,-26.566889,26,26
74,35.169327,0.05050382,33.755787,35.04939,36.59273,2.8369446,37.383507,52.12753,11.251421,7.8279357,0.4194687,0.4277928,0.22201863,0.4119283,0.57981324,0.3577946,3.2905998,1.9015489,2.1150546,1.1755377,0.16641392,0.64788413,23.295984,0.49093136,12.543325,0.8386582,5.816138,2.0968328,-0.5058896,-21.139122,0.019684086,1.0776988,1.1479776,0.50186443,8.433168,0.3149676,7.903365,1.2500702,25.781097,0.37612495,757.33,0.2787691,1396.8208,0.17416574,-97.11592,-0.9137965,1786.6527,0.12512521,1120.9171,0.27182275,-99.18225,-0.8285727,2875.661,0.08377829,949.47784,0.35811195,-103.56288,-0.757086,-17.615702,-0.39228904,30.505136,0.25042018,0.035106044,0.5537817,-0.014348778,-0.91040057,0.21617354,0.46695533,28.344328,0.30727938,12.110279,0.9224206,5.776503,2.4749055,-2.8992975,-4.12703,-10.8705845,20.72554,0.01987411,-0.003788314,0.095701635,2.8257065,1.9028543,0.30026314,0.3025722,0.2076,0.2917937,-27.580925,32,31
75,27.631166,0.06341378,26.09901,27.317114,29.365067,3.266056,65.433205,104.84983,20.057865,11.173926,0.61742795,0.49223402,0.26424146,0.6315985,0.88670886,0.6224674,4.943745,2.755362,2.8806038,1.4827548,0.29784432,0.6218327,25.53678,0.32065928,13.220227,0.7272188,2.6486478,4.2085834,6.3732433,1.4933195,0.016792642,0.8940499,1.2054318,0.5118285,4.662508,0.4878393,7.2245097,1.0949045,28.556866,0.29721385,611.15137,0.3705836,1440.3914,0.15165454,-100.58239,-0.92540777,1631.9043,0.164252,1111.4412,0.23869094,-104.123505,-0.8373412,2715.1367,0.11529366,991.862,0.3040026,-107.713646,-0.77819157,-15.834358,-0.33899945,25.342669,0.2324678,0.030732894,0.53448135,-0.01825735,-0.6199793,0.38284817,0.3729809,28.605148,0.24353576,12.772665,0.8328306,1.636485,8.17265,6.6680226,1.5075005,-13.8224535,22.786858,0.015900644,-0.009087186,0.20387895,2.4006002,2.6790187,0.18747663,0.14547436,0.16707546,0.5071209,-24.3441,31,31
76,33.451538,0.07598757,31.876324,33.50203,35.242435,3.3661118,117.79645,155.41734,33.62288,67.56627,0.43019035,0.30319571,0.30123925,0.42826977,0.5384768,0.23723757,2.527844,1.6617546,1.589433,0.9017883,0.17628407,0.46634793,26.594307,0.41328317,12.933074,0.58771557,5.1515718,1.920329,-2.6100888,-4.2393565,0.022819111,1.4591472,1.2368654,0.46184328,7.0282474,0.35761404,9.10458,1.1503657,31.268326,0.24014619,684.0742,0.2747967,1432.1893,0.14718966,-107.83227,-0.8508327,1756.5515,0.13017766,1171.9854,0.25513205,-112.27364,-0.7422766,2831.5393,0.08300036,1020.1172,0.3259414,-115.60938,-0.692129,-19.288288,-0.2576784,30.646055,0.19551638,0.040598538,0.4472488,-0.021999788,-0.515259,0.20482415,0.37377462,32.0749,0.19113572,12.528251,0.5623268,4.698336,2.1878717,-5.8188987,-1.9487748,-12.313064,20.793333,0.026728412,-0.011616322,0.14668567,3.1007752,2.3284929,0.20935483,0.15260324,0.21298851,0.20773058,-29.042875,24,24
77,27.585564,0.048209272,26.607172,27.483639,28.399721,1.7925491,45.306477,85.121925,10.581596,10.586673,0.5015498,0.40191063,0.2909902,0.48782435,0.670362,0.3793718,3.0307255,1.9240078,2.1687217,1.4628861,0.24975458,0.657174,29.356531,0.31602186,13.974576,0.5853011,9.555666,1.1464903,5.481581,2.1127856,0.016947396,0.85169625,1.1985545,0.48686624,5.345048,0.38696596,0.15471415,52.067448,27.673435,0.26741055,529.9892,0.33976036,1363.1825,0.14739431,-90.93535,-1.0249362,1608.0697,0.14335729,1102.8546,0.2707091,-100.4335,-0.8352823,2679.6453,0.086115934,995.2619,0.32340097,-103.63201,-0.7828391,-19.708475,-0.23323959,29.192291,0.18083559,0.028864242,0.5551603,-0.021165323,-0.6003322,0.29911518,0.46790537,33.425602,0.20212898,14.042658,0.635303,12.137761,1.0105267,4.251456,3.0614378,-14.78781,23.771885,0.014410683,-0.011148303,0.18535437,2.1255314,2.0781171,0.26506022,0.2313052,0.19817074,0.24371679,-25.275053,31,31
78,37.511044,0.062401984,36.39244,37.660988,38.86537,2.472931,177.07594,332.5361,77.61151,102.287704,0.46897137,0.2687257,0.35178155,0.46978626,0.5723418,0.22056025,2.7278047,1.640229,1.7129287,0.9213581,0.16714488,0.42475757,18.29553,0.5325438,9.320998,0.95298123,7.1844926,1.4897455,-0.38114634,-24.471577,0.031358868,1.0075033,1.2609761,0.44997862,8.086203,0.33723095,9.635423,1.0371896,18.7142,0.47472134,822.8569,0.23914845,1346.235,0.18936583,-119.50652,-0.71544135,1855.5056,0.11699371,1075.5138,0.34223858,-116.107475,-0.70209366,2857.1423,0.07812389,910.8944,0.3989302,-116.8516,-0.6906572,-16.749575,-0.34011295,26.20493,0.25190532,0.045751773,0.3535576,-0.012728602,-0.7543625,0.19625257,0.3292142,22.916815,0.27796283,9.451472,0.8712639,7.886418,1.5191581,-2.7909484,-3.352686,-9.447586,17.300539,0.03696261,-0.003855942,0.13913915,3.350838,2.8042064,0.16633928,0.15467128,0.17601852,0.19084094,-28.968197,29,28
79,35.09712,0.080050014,33.77854,35.281483,36.97267,3.19413,137.00589,277.7712,27.813303,29.68461,0.56139237,0.42094883,0.30945522,0.5506975,0.76594996,0.45649475,4.287761,2.0776963,2.471958,1.1404988,0.25006557,0.6110785,24.790752,0.3773396,9.5681095,1.1709527,3.7197323,3.05878,-7.860638,-1.7900897,0.025701692,1.7063904,1.2112539,0.48683453,7.2513957,0.41077393,6.160611,1.5916979,24.35218,0.35973752,737.88025,0.25836855,1398.8173,0.16468057,-99.14741,-0.90762556,1767.8173,0.12906729,1141.9335,0.28368452,-101.970604,-0.8164717,2839.7075,0.07943177,916.8323,0.41426006,-104.86491,-0.7693032,-16.169939,-0.41848013,27.749521,0.27824664,0.049108118,0.42736527,-0.020382268,-0.51931643,0.30883184,0.4287752,27.499483,0.29977345,9.503248,1.3202153,4.4167137,2.828787,-12.096305,-1.2312572,-12.155339,22.490108,0.036304824,-0.008721541,0.17458588,2.9257317,2.3284929,0.23344085,0.1960716,0.18930233,0.34599966,-25.631437,38,38
80,36.071438,0.086729705,35.232216,36.52638,37.9402,2.707985,161.69325,267.01065,63.10267,216.67996,0.49925297,0.41616178,0.30024004,0.49045578,0.66967964,0.3694396,4.4467597,2.175502,2.474937,1.2344999,0.25770563,0.63055646,26.018066,0.47710118,13.256052,0.8896548,3.2995536,3.9342926,-4.5443997,-2.5146847,0.026759302,1.6115937,1.231375,0.4912233,8.112307,0.37164316,7.3983736,1.3491288,27.958185,0.33557254,734.48114,0.29427612,1415.4567,0.15601315,-105.941376,-0.832957,1782.8501,0.14061904,1162.3456,0.23535483,-105.40309,-0.7743421,2878.071,0.08427249,1025.21,0.2905995,-109.46488,-0.7117409,-18.87391,-0.39740497,31.976252,0.23969598,0.041128207,0.45784613,-0.019504558,-0.6424536,0.3182066,0.47345984,30.048927,0.3393973,12.999106,0.953515,2.70777,5.3225126,-7.0861893,-1.6835256,-12.436032,23.339067,0.023002146,-0.009344138,0.18218744,3.2508128,2.3797596,0.22463158,0.16179782,0.18852271,0.22672841,-25.443283,27,27
85,35.56848,0.049234513,34.311527,35.44776,36.85283,2.5413017,47.28405,81.96267,13.368645,9.206492,0.4324539,0.5365912,0.18804729,0.42179176,0.6380545,0.4500072,3.4503016,1.8222197,2.4876568,1.5342234,0.1682156,0.74842745,22.243904,0.40787965,11.224598,0.83010715,5.1124625,1.9204363,-1.8000113,-7.079799,0.018146008,0.93400997,1.1114925,0.46374997,8.113572,0.35187706,8.007276,1.3391211,25.020643,0.32028478,675.03125,0.3250508,1386.0425,0.15971425,-114.50476,-0.7992425,1712.5682,0.15270999,1103.3306,0.30799782,-113.23269,-0.7574153,2803.812,0.0915123,925.41644,0.33320245,-116.50561,-0.7071462,-16.304081,-0.36104354,27.323202,0.2466468,0.04790146,0.3654634,-0.01646533,-0.6854258,0.252031,0.4462183,26.455862,0.3241129,10.651151,1.0180331,4.561765,2.630148,-8.04192,-1.6936536,-11.636477,19.289185,0.02279801,-0.00495633,0.08488008,2.4006002,1.4772159,0.32847458,0.2689642,0.34517854,0.91836804,-27.571295,35,35
86,35.032116,0.065787815,33.618137,34.751343,36.569702,2.9515648,108.08765,135.06737,72.101135,174.69397,0.37737647,0.41530645,0.23804468,0.3209305,0.51360667,0.275562,2.713231,1.678839,1.727069,1.0139887,0.1416717,0.6283636,23.935059,0.34032616,10.363921,0.7639518,1.9454255,4.9691243,-1.9466946,-4.844463,0.02477543,1.0065966,1.3189915,0.4608486,7.0933266,0.3504417,9.076869,0.97074467,29.182205,0.29406786,702.4815,0.2947276,1421.8362,0.14374974,-143.56032,-0.5923852,1734.8275,0.13289185,1111.5524,0.23996875,-142.95718,-0.56101066,2847.9536,0.084719434,936.2399,0.3563054,-145.33447,-0.5281995,-17.126589,-0.39682057,28.463161,0.22752419,0.04358298,0.44088483,-0.018560192,-0.61272556,0.20884584,0.45883706,28.434324,0.21585776,10.828053,0.88634294,1.7782644,7.342681,-7.4442453,-1.5587604,-12.030863,20.475666,0.023362983,-0.008185813,0.10907811,2.2005503,1.6524788,0.18969695,0.14700001,0.41349205,0.9538363,-30.81798,31,31
89,34.625916,0.084017016,33.37894,34.709373,36.747032,3.3680916,176.6747,348.5783,38.866196,47.479774,0.27508733,0.49290434,0.15744033,0.22184753,0.3987405,0.24130017,1.9750166,0.98784596,1.351239,0.7282624,0.093409464,0.8509495,18.111137,0.4718934,14.894325,0.5724376,9.359501,0.9814872,2.3793547,3.6738071,0.027732434,1.1284266,1.164901,0.5205617,8.282334,0.33120608,9.154155,1.128254,25.3979,0.27053952,748.64355,0.28737593,1415.8988,0.16198857,-145.97957,-0.55101955,1830.0055,0.11720984,1144.456,0.29033878,-146.00038,-0.5197398,2866.5845,0.07442424,918.29333,0.3982667,-146.67247,-0.5105853,-20.490788,-0.3374622,30.548721,0.25640348,0.027855083,0.6523273,-0.017095981,-0.6518937,0.16471353,0.44312897,24.719965,0.33545512,20.472624,0.47391006,12.794912,0.99819523,-2.0850034,-5.220912,-10.675637,18.858534,0.007533933,-0.000821477,0.05863846,1.8004502,1.6024036,0.1959375,0.14135194,0.42064518,1.7550818,-31.812458,32,31
90,33.32671,0.17344803,24.977394,36.431396,37.18921,12.211815,463.12152,414.35303,211.73892,363.39752,0.27159363,0.28481472,0.20159699,0.25884232,0.33283257,0.13123558,1.6815467,1.29109,0.9220366,0.55787444,0.09653155,0.44785684,20.99488,0.41727,13.973209,0.54999644,6.8781843,1.2127986,3.407507,2.413099,0.047317307,1.3277916,1.3326505,0.4667573,7.0412364,0.44248202,9.463168,1.0793164,28.170649,0.24855365,781.8496,0.27938312,1434.5126,0.21391042,-182.87373,-0.28692424,1820.661,0.12640578,1140.3007,0.30364984,-181.39468,-0.28966242,2927.5552,0.0874895,983.1215,0.35018831,-182.16957,-0.2766503,-20.416739,-0.28642762,32.398193,0.19725817,0.028968502,0.7128725,-0.011635858,-0.8562619,0.12259664,0.4162948,28.18979,0.17015964,16.017256,0.44360125,9.12796,1.152383,2.7101662,4.077284,-13.372666,22.41567,0.022170134,-0.007550711,0.09331672,2.5256314,0.92638963,0.1127027,0.1305839,0.9722222,0.9491929,-36.057972,31,31
91,22.213154,0.11878822,20.48254,21.53261,23.241993,2.7594528,69.881935,92.17838,29.18033,29.672174,0.4835726,0.44454646,0.2546881,0.47821006,0.65729547,0.40260735,3.4410803,1.9027808,2.5169427,1.3404669,0.20485051,0.6423374,26.652227,0.35980427,11.215811,0.74035394,11.542822,1.0950006,-0.06938455,-176.32181,0.02221094,2.4136906,1.165147,0.51993114,3.4188108,0.5240906,11.050424,1.0129672,29.060993,0.27071446,532.31616,0.4087852,1352.0947,0.1474774,-90.348885,-1.0493711,1563.1041,0.18317917,994.71765,0.2527796,-95.633224,-0.93380576,2687.8088,0.10500089,871.25116,0.3603351,-99.6953,-0.85961056,-16.198616,-0.32540622,26.860174,0.23582153,0.021148698,1.0794623,-0.015400184,-0.86714417,0.24732311,0.45014995,31.278042,0.20777543,9.920712,0.86327755,12.836231,1.0936958,-1.5628891,-8.462264,-12.515981,21.263914,0.017884469,-0.006295306,0.15007885,2.8007004,2.1281924,0.25505883,0.19679563,0.19678572,0.29524872,-26.799696,32,31
92,29.073868,0.1049726,26.265158,28.867994,31.314857,5.0497,104.50599,128.97726,33.909298,34.236664,0.8827685,0.40762773,0.54261535,0.881903,1.2009401,0.6583248,7.006937,3.56068,4.7618647,2.4905634,0.54050094,0.6077371,24.374557,0.5554784,11.78,0.93263274,10.413551,1.2191653,1.8562274,6.6801753,0.02218975,1.0956432,1.260593,0.47932515,4.8820047,0.5460349,5.127197,1.8492609,25.729527,0.34627613,638.9661,0.3604143,1383.9539,0.14487888,-104.6412,-0.86292857,1699.9618,0.15835603,1089.0552,0.27337912,-108.61081,-0.7712074,2733.2275,0.10753854,988.42535,0.3025095,-110.82176,-0.73645425,-16.241009,-0.33541608,25.245869,0.26792005,0.038656056,0.45630208,-0.021791017,-0.5884558,0.6499584,0.45386064,30.013994,0.35956484,10.851795,1.0214605,9.722953,1.309881,2.4704168,5.2580833,-10.98176,18.259525,0.030149661,-0.014227255,0.42505795,3.450863,3.2048073,0.15226562,0.14060257,0.14379032,0.15139456,-19.682653,33,33
94,35.502495,0.06003053,34.202038,35.362373,36.81288,2.6108437,37.309956,44.504314,16.372118,13.938668,0.5736094,0.41523522,0.3680753,0.5498472,0.76108575,0.39301044,4.239403,2.1185033,2.9619384,1.4922099,0.25296438,0.5538489,24.056688,0.45433757,10.129147,1.1393402,1.29422,9.884412,-5.3999457,-2.4538121,0.021216339,1.1543508,1.1891615,0.48811397,7.4466157,0.39406732,7.187323,1.5385484,26.234486,0.37715378,716.75946,0.2867483,1366.3611,0.15868884,-94.50163,-0.9633438,1753.2677,0.1365877,1108.1349,0.27078897,-96.941536,-0.8656352,2849.9487,0.08679323,952.49664,0.35701102,-101.6571,-0.78460234,-15.443277,-0.46164307,28.101093,0.27308902,0.05068191,0.3807314,-0.018444192,-0.6406903,0.30937216,0.39887682,27.849154,0.3091262,8.98022,1.4100922,-0.5186877,-27.944475,-9.027581,-1.4912444,-11.549068,21.023258,0.032259893,-0.007389834,0.17291187,3.350838,2.1782675,0.2605747,0.18312332,0.19531645,0.32226977,-25.4983,33,33
95,29.704922,0.08740264,27.209953,29.694838,32.01736,4.8074074,57.22775,68.54274,23.926931,15.895064,0.69167376,0.39210033,0.4037715,0.68516845,0.8968566,0.49308512,4.7904124,2.2515914,3.037922,1.6024138,0.36197174,0.546935,27.754059,0.4224145,11.01407,1.056721,2.6539257,4.5730696,-4.48756,-2.372471,0.019171862,0.8472469,1.2647394,0.48151574,4.8178754,0.5384544,3.4944575,2.3176134,28.426111,0.3076755,641.22314,0.307544,1416.0767,0.12710886,-112.18297,-0.8247536,1698.7292,0.15735638,1154.8582,0.29235116,-117.11211,-0.7314824,2750.9243,0.10357307,1012.7172,0.31318328,-120.04996,-0.68702245,-16.794643,-0.3296646,26.839712,0.23693651,0.046286076,0.3514,-0.027958803,-0.43341652,0.44337764,0.41160378,32.32402,0.27187803,9.6809025,1.150037,4.849639,2.6983836,-7.2783504,-1.4787066,-12.967282,22.33606,0.036969844,-0.018856548,0.2922481,3.0007503,2.653981,0.16556604,0.13614698,0.18934579,0.22444648,-23.405146,21,21
96,33.481194,0.056080773,32.16279,33.34408,35.06122,2.8984299,59.893875,95.04846,15.36833,27.513039,0.46619093,0.43376812,0.23024897,0.47651958,0.6613807,0.43113172,2.8125474,1.3334026,2.3061397,1.125835,0.22160548,0.6834652,26.63565,0.3848166,14.620213,0.58808386,12.611301,0.98291063,-2.0254834,-5.4036317,0.021406593,1.1545798,1.1367565,0.5147257,7.951605,0.33040917,8.4878025,1.2839186,28.95984,0.2863446,623.8635,0.29146528,1443.449,0.12602963,-97.457535,-0.9361741,1740.0079,0.12896486,1135.1555,0.28545427,-104.17198,-0.7806105,2791.3552,0.08636292,940.37537,0.33436292,-105.434654,-0.7599354,-20.519348,-0.30575553,29.760513,0.2579251,0.043096323,0.42707005,-0.023690116,-0.48364294,0.29713702,0.46042863,30.479515,0.3120946,16.766567,0.53818506,15.605899,0.86863226,-5.9461827,-1.8224237,-12.91071,20.61241,0.022946348,-0.006370497,0.12088756,2.950738,1.5773661,0.35365078,0.27695224,0.2725,0.43503496,-25.428764,26,26
97,24.95465,0.06401511,23.650528,24.969852,25.97986,2.3293324,101.2001,126.775566,41.98388,97.8848,0.4653106,0.4315619,0.27992216,0.4428321,0.5990655,0.31914333,3.4002883,4.1978807,1.6923469,1.3054019,0.20168,0.5575872,27.474274,0.32704937,12.302659,0.6351276,4.6834865,2.083789,1.8808297,4.614902,0.018646069,1.1939896,1.2795123,0.5162648,3.9886465,0.44819126,9.406995,0.69635916,32.286102,0.20478913,612.89905,0.36671993,1417.8248,0.15152703,-100.75917,-0.933694,1656.5067,0.17918338,1144.623,0.24804361,-106.11049,-0.82724154,2752.3784,0.10668197,1036.737,0.31691733,-110.19358,-0.7611402,-16.548035,-0.31565186,29.009703,0.1865623,0.030128915,0.5112883,-0.015188618,-0.74193907,0.25469026,0.3944438,32.46517,0.19911563,11.744177,0.6911238,5.845117,1.9373372,0.40559673,24.02116,-12.752761,23.069738,0.018441504,-0.004907437,0.14546861,1.5753939,2.3034554,0.2152174,0.18072006,0.20288889,0.28316566,-27.909916,28,28
98,36.195038,0.095728464,34.66452,36.53458,38.44001,3.7754898,284.5948,467.8164,79.74781,121.65965,0.42259726,0.35428372,0.29137135,0.40965128,0.5401033,0.24873197,2.7949786,1.58701,1.816493,1.0335231,0.1809189,0.5376687,20.945004,0.4160564,13.073995,0.62604743,10.892181,0.95907396,0.8953069,10.790686,0.03106,1.0545832,1.3711873,0.43970072,7.2622957,0.36037245,17.069416,0.6715892,26.38532,0.32868326,625.32477,0.34331688,1394.85,0.14137286,-130.14978,-0.66284657,1725.953,0.12803233,1097.2388,0.29567546,-124.670204,-0.64708495,2723.502,0.082959324,969.7997,0.33973742,-125.459915,-0.6360385,-18.13674,-0.3087928,27.036827,0.23835768,0.048386853,0.35864234,-0.018044546,-0.5362248,0.2224223,0.42059195,24.286945,0.32290238,14.041686,0.6107818,10.47384,1.0969274,-2.3829477,-4.002373,-12.96426,20.845898,0.028891154,-0.009202747,0.14811225,3.2008004,3.1296947,0.13159999,0.109328136,0.178547,0.25012225,-29.623465,39,39
100,37.408237,0.03460946,36.558643,37.162434,38.28929,1.730648,17.682316,25.847195,9.652472,7.1178856,0.4118588,0.40014142,0.2380487,0.402577,0.5434594,0.3054107,2.8318646,1.4837314,1.9876245,1.2347698,0.17059156,0.63824016,23.412695,0.36462387,14.475385,0.63769025,4.236197,2.5279646,-5.998941,-2.186094,0.021353858,0.7190532,1.1158379,0.5216127,9.633197,0.2655693,6.955348,1.4583806,26.45841,0.33527002,797.4913,0.22033726,1394.8135,0.16285133,-106.05275,-0.8248223,1856.9402,0.118157424,1146.3959,0.2847265,-107.90137,-0.74476284,2944.3513,0.06966715,934.0497,0.3403313,-110.62274,-0.7036293,-20.786802,-0.31642616,31.90102,0.23189846,0.03699135,0.49771956,-0.019491883,-0.5814873,0.21991506,0.47455752,26.635744,0.28424773,16.924433,0.57725453,4.7118797,2.6727028,-11.428624,-1.1199211,-12.101973,22.194033,0.014642945,-0.00596599,0.10925796,2.675669,1.9028543,0.2830263,0.25209656,0.25815383,0.48961803,-26.939814,28,28
103,33.494453,0.09450719,32.32077,33.910545,35.558384,3.2376137,133.04454,274.1497,19.948425,16.387962,0.5194154,0.34470537,0.32815212,0.5070052,0.67079884,0.34264672,3.4936717,2.3575044,2.1545057,1.2262052,0.25315824,0.48243722,28.233015,0.34768033,13.389764,0.71550965,-0.3097474,-29.39348,-1.8968258,-4.8287306,0.026338888,1.0490105,1.2791502,0.4780491,7.0986433,0.40182528,5.2270727,1.6843176,27.881021,0.28896615,795.02734,0.22918522,1394.6687,0.17930856,-125.69059,-0.6902878,1840.3221,0.12834331,1187.7496,0.2512564,-129.16275,-0.62121993,2916.449,0.08323694,971.9731,0.3327053,-131.61728,-0.5880948,-19.661596,-0.31284854,32.226406,0.22550441,0.034927577,0.54752463,-0.021653622,-0.43560934,0.3230955,0.36554343,31.190252,0.2507305,15.426447,0.66810155,2.2517276,4.665307,-2.5113451,-4.338283,-13.59864,25.136349,0.030434042,-0.014841593,0.20255826,2.8507128,2.4036055,0.16645834,0.09810686,0.24399999,0.3405349,-25.104641,29,28
104,35.34884,0.07520899,33.50887,34.917355,37.036404,3.5275345,155.45645,409.73364,40.332394,48.98195,0.55079764,0.5934441,0.21749473,0.50526404,0.8192276,0.60173285,5.254564,3.6790419,3.3457713,2.147046,0.24608122,0.80137336,22.996473,0.39442527,11.73103,1.0360681,0.54196,21.79624,-1.3979645,-8.022536,0.02174959,1.2487547,1.1872625,0.4830273,7.0778594,0.43275455,9.445008,1.1627921,27.946566,0.390493,696.65594,0.2971593,1447.7195,0.14965616,-125.176476,-0.7197041,1737.8804,0.13152479,1124.1473,0.30371138,-124.16104,-0.6871235,2802.2322,0.10078538,1011.7682,0.34985885,-127.10471,-0.644748,-15.561288,-0.4602914,26.008099,0.35910767,0.056383155,0.35540473,-0.019657813,-0.62207854,0.3493808,0.5437564,26.043247,0.33199492,9.526047,1.4642736,-0.8710927,-16.851929,-6.122231,-2.0906212,-12.825077,21.394535,0.031053893,-0.009857887,0.16911387,2.1505377,2.1782675,0.18712644,0.16089483,0.2545349,0.5297775,-25.36499,29,28
105,35.297794,0.111946404,35.009533,36.197945,37.371326,2.3617935,188.18784,143.46709,98.5623,216.1683,0.31848484,0.4228725,0.21034712,0.26583138,0.42174703,0.21139991,1.7397752,1.4347584,1.2002289,0.8563817,0.12012237,0.5929009,24.974182,0.28078234,11.893439,0.557659,1.8348755,4.52961,-1.6791936,-5.319795,0.037525777,1.4715738,1.3023119,0.4429506,7.289346,0.38683045,7.6150293,1.1969614,27.035742,0.27603263,838.7845,0.1830205,1302.4467,0.18197238,-137.99355,-0.61684185,1871.0812,0.10305215,1121.0881,0.23799641,-139.97266,-0.56538874,2955.6401,0.065570876,917.1415,0.32912278,-142.25507,-0.534909,-17.84175,-0.37661463,32.166386,0.21842465,0.042326204,0.40875307,-0.016592136,-0.70616174,0.17918105,0.41221476,29.521538,0.21931799,11.87235,0.7332298,0.08511076,133.26683,-6.250277,-1.8466221,-13.7109165,24.050335,0.030991267,-0.006021476,0.087730624,1.5003752,1.752629,0.19414285,0.17777587,0.36632353,0.6858076,-31.40597,24,24
